5 Jan 2026 03:41:13.014,0.000,2.200003,-163.546,-135.241865,7.993493,114.046629,66.667,65.8075,64.0466,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2026 03:43:50.142,0.000,2.199970,-165.090,-136.786218,7.993366,112.502148,66.667,64.2631,62.5021,1.000000e-30
5 Jan 2026 03:44:02.541,0.000,2.199969,-165.317,-137.012517,7.993359,112.275843,66.667,64.0368,62.2758,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2026 05:10:42.288,0.000,2.200051,-164.801,-136.496473,7.993685,112.792212,66.667,64.5531,62.7922,1.000000e-30
5 Jan 2026 05:11:21.770,0.000,2.200050,-163.454,-135.149484,7.993681,114.139198,66.667,65.9001,64.1392,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2026 05:13:20.680,0.000,2.200039,-158.077,-129.772603,7.993636,119.516033,66.667,71.2769,69.5160,1.000000e-30
5 Jan 2026 05:14:20.000,0.000,2.200016,-155.343,-127.038593,7.993544,122.249952,66.667,74.0109,72.2500,1.000000e-30
5 Jan 2026 05:15:20.000,0.000,2.199979,-155.668,-127.364045,7.993399,121.924354,66.667,73.6853,71.9244,1.000000e-30
5 Jan 2026 05:16:20.000,0.000,2.199959,-158.616,-130.311421,7.993322,118.976902,66.667,70.7378,68.9769,1.000000e-30
5 Jan 2026 05:17:20.000,0.000,2.199952,-161.507,-133.203347,7.993296,116.084950,66.667,67.8459,66.0850,1.000000e-30
5 Jan 2026 05:17:43.487,0.000,2.199951,-162.488,-134.183885,7.993291,115.104407,66.667,66.8653,65.1044,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
